name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Peter,Laura,katharina.klein@test.com,68,STROM,196.28,4917.21,37.69,0.45
Peter,Laura,katharina.klein@test.com,68,GAS,41.11,1710.65,16.36,0.28
Weber,Böhm,michael.mia@example.com,58,GAS,67.54,1073.56,28.55,0.45
Weber,Böhm,michael.mia@example.com,58,GAS,90.3,1276.02,30.51,0.33
Weber,Böhm,michael.mia@example.com,58,STROM,152.96,2821.8,15.94,0.38
Wagner,Schröder,klaus.böhm@domain.com,41,GAS,165.71,1522.38,11.29,0.24
Michael,Krüger,becker.marie@test.com,19,GAS,103.81,4560.51,26.9,0.28
Meyer,Lena,wolfgang.klein@domain.com,32,STROM,150.32,3989.55,49.78,0.39
Andreas,Schröder,klaus.zimmermann@domain.com,38,GAS,23.14,1521.61,12.18,0.34
Fischer,Lenz,schmidt.neumann@domain.com,21,GAS,137.83,1144.22,5.69,0.36
Meyer,Marie,,54,STROM,23.33,3882.32,47.7,0.26
Meyer,Marie,,54,GAS,89.22,3319.78,44.92,0.49
Meyer,Marie,,54,STROM,179.28,1760.68,6.75,0.42
Schulz,Lea,klaus.hartmann@domain.com,87,STROM,128.49,2286.98,31.23,0.35
Schulz,Lea,klaus.hartmann@domain.com,87,GAS,162.59,2302.29,47.59,0.43
Schulz,Lea,klaus.hartmann@domain.com,87,STROM,173.05,4334.14,37.72,0.5
Wolfgang,Lea,daniel.walter@example.com,56,STROM,48.07,3130.48,31.25,0.38
Müller,Laura,müller.lena@domain.com,21,GAS,173.54,3649.43,48.27,0.4
Müller,Laura,müller.lena@domain.com,21,STROM,52.71,1962.37,43.36,0.27
Schmidt,Laura,michael.krüger@example.com,54,GAS,58.58,2797.01,22.79,0.39
Schmidt,Laura,michael.krüger@example.com,54,STROM,80.48,3962.28,18.7,0.26
Hoffmann,Schröder,schneider.mia@domain.com,72,STROM,98.15,2966.69,37.36,0.49
Hoffmann,Schröder,schneider.mia@domain.com,72,GAS,51.12,1396.03,32.65,0.28
Hoffmann,Schröder,schneider.mia@domain.com,72,STROM,152.73,4286.19,19.33,0.41
Hoffmann,Laura,daniel.lisa@example.com,79,GAS,150.55,2124.5,42.96,0.4
Hoffmann,Laura,daniel.lisa@example.com,79,STROM,70.81,1974.35,22.56,0.2
Fischer,Laura,wagner.schröder@example.com,23,STROM,157.55,4983.37,12.85,0.5
Meyer,Klein,,39,GAS,135.14,2769.15,21.7,0.44
Meyer,Klein,,39,STROM,30.81,4017.11,13.23,0.25
Meyer,Klein,,39,GAS,148.27,2496.58,42.68,0.23
Sarah,Schröder,becker.sophie@example.com,22,GAS,166.05,2806.75,10.22,0.38
Sarah,Schröder,becker.sophie@example.com,22,GAS,141.55,4296.79,45.68,0.4
Weber,Lena,fischer.hartmann@domain.com,90,STROM,155.43,1275.61,6.15,0.31
Weber,Lena,fischer.hartmann@domain.com,90,STROM,133.36,1454.95,19.39,0.22
Becker,Schröder,wolfgang.böhm@test.com,53,GAS,170.07,3395.87,43.58,0.44
Wagner,Zimmermann,christine.julia@example.com,76,GAS,120.59,3681.3,30.63,0.4
Müller,Lisa,michael.lea@domain.com,42,GAS,59.68,2236.11,37.65,0.22
Müller,Lisa,michael.lea@domain.com,42,GAS,178.58,4896.16,37.07,0.23
Sarah,Schröder,wagner.schröder@domain.com,42,GAS,47.78,1660.6,15.83,0.34
Sarah,Schröder,wagner.schröder@domain.com,42,GAS,181.8,3401.5,8.31,0.42
Sarah,Schröder,wagner.schröder@domain.com,42,GAS,190.0,2038.27,31.1,0.4
Michael,Böhm,sarah.zimmermann@example.com,20,STROM,96.89,4994.32,49.79,0.25
Michael,Böhm,sarah.zimmermann@example.com,20,STROM,46.38,2496.9,27.38,0.28
Michael,Böhm,sarah.zimmermann@example.com,20,GAS,23.27,4863.98,8.68,0.45
Andreas,Julia,meyer.klein@example.com,50,STROM,192.46,3201.85,18.93,0.27
Andreas,Julia,meyer.klein@example.com,50,GAS,129.7,3225.12,7.26,0.23
Schulz,Lisa,sarah.sophie@domain.com,62,STROM,148.79,2010.74,21.51,0.31
Schulz,Lisa,sarah.sophie@domain.com,62,STROM,109.85,3175.58,33.54,0.21
Christine,Maier,schneider.lena@example.com,68,STROM,46.65,2105.88,5.87,0.47
Christine,Maier,schneider.lena@example.com,68,STROM,22.28,3912.86,20.83,0.29
Christine,Maier,schneider.lena@example.com,68,GAS,46.57,3222.01,15.38,0.47
Fischer,Julia,christine.julia@test.com,82,GAS,161.25,3302.13,12.87,0.32
Fischer,Julia,christine.julia@test.com,82,GAS,82.78,3130.5,22.85,0.33
Fischer,Julia,christine.julia@test.com,82,STROM,91.6,2505.85,9.04,0.36
Daniel,Maier,klaus.emma@domain.com,90,GAS,197.68,1002.48,11.1,0.35
Daniel,Maier,klaus.emma@domain.com,90,STROM,60.33,4941.72,48.45,0.22
Daniel,Maier,klaus.emma@domain.com,90,GAS,163.33,2633.4,19.25,0.44
Christine,Lea,schmidt.lena@domain.com,67,GAS,188.22,1058.14,37.81,0.24
Fischer,Zimmermann,fischer.walter@example.com,25,GAS,159.38,1036.9,35.89,0.2
Weber,Böhm,,37,STROM,21.27,1939.1,45.52,0.27
Weber,Böhm,,37,STROM,148.59,4368.31,6.91,0.3
Michael,Julia,müller.marie@domain.com,90,GAS,72.67,1957.73,14.8,0.44
Michael,Julia,müller.marie@domain.com,90,STROM,58.88,1747.42,30.0,0.27
Schneider,Zimmermann,,64,STROM,184.3,1291.36,37.36,0.34
Fischer,Sophie,peter.zimmermann@example.com,74,GAS,104.15,3433.66,35.29,0.24
Fischer,Sophie,peter.zimmermann@example.com,74,STROM,28.94,1584.2,32.71,0.31
Fischer,Sophie,peter.zimmermann@example.com,74,STROM,187.15,4541.7,14.42,0.48
Michael,Julia,katharina.lenz@example.com,81,STROM,153.45,3268.95,28.3,0.41
Michael,Julia,katharina.lenz@example.com,81,STROM,145.55,2679.16,48.16,0.43
Peter,Emma,wolfgang.lisa@domain.com,38,GAS,155.6,2794.25,15.22,0.21
Peter,Emma,wolfgang.lisa@domain.com,38,GAS,172.5,3397.17,7.5,0.43
Peter,Emma,wolfgang.lisa@domain.com,38,STROM,114.43,3452.33,44.03,0.46
Weber,Lenz,fischer.schröder@example.com,66,GAS,123.69,3469.27,49.73,0.33
Weber,Lenz,fischer.schröder@example.com,66,STROM,58.43,1582.45,29.24,0.2
Andreas,Lena,daniel.klein@example.com,35,STROM,154.28,1590.5,27.42,0.36
Andreas,Lena,daniel.klein@example.com,35,STROM,23.93,1951.7,17.53,0.34
Michael,Emma,thomas.lisa@domain.com,69,GAS,194.63,3765.1,45.99,0.22
Michael,Emma,thomas.lisa@domain.com,69,STROM,55.49,3587.52,18.45,0.29
Michael,Emma,thomas.lisa@domain.com,69,GAS,105.38,1369.25,5.49,0.3
Meyer,Krüger,wolfgang.lenz@test.com,50,GAS,140.98,1650.35,26.19,0.39
Meyer,Krüger,wolfgang.lenz@test.com,50,STROM,91.16,4612.41,36.02,0.42
Peter,Anna,thomas.marie@test.com,54,STROM,55.69,4188.61,7.7,0.32
Peter,Anna,thomas.marie@test.com,54,STROM,123.41,4671.55,27.56,0.21
Hoffmann,Zimmermann,,67,STROM,104.19,4647.88,27.57,0.49
Sarah,Lena,,32,STROM,122.09,2562.13,26.27,0.2
Müller,Neumann,,72,STROM,181.0,3813.97,40.51,0.33
Meyer,Lisa,,79,GAS,41.82,1733.15,48.72,0.33
Meyer,Lisa,,79,GAS,32.87,3975.84,23.09,0.33
Meyer,Lisa,,79,STROM,82.28,4648.47,28.81,0.44
Müller,Lenz,christine.hartmann@example.com,55,GAS,30.65,1225.04,11.07,0.25
Müller,Lenz,christine.hartmann@example.com,55,STROM,46.0,4627.71,37.6,0.45
Müller,Lenz,christine.hartmann@example.com,55,GAS,140.08,4447.52,37.54,0.2
Peter,Neumann,weber.klein@test.com,29,GAS,141.12,2864.46,22.06,0.26
Schulz,Laura,fischer.lenz@test.com,58,STROM,129.95,1476.54,42.48,0.28
Schulz,Laura,fischer.lenz@test.com,58,STROM,110.94,3447.44,49.26,0.25
Wagner,Zimmermann,fischer.emma@example.com,53,GAS,123.42,2562.79,43.0,0.35
Wagner,Zimmermann,fischer.emma@example.com,53,STROM,188.13,4110.61,28.12,0.45
Schneider,Maier,schneider.mia@example.com,40,STROM,49.54,3533.19,26.97,0.36
Schneider,Maier,schneider.mia@example.com,40,STROM,69.08,2099.85,36.98,0.43
Schneider,Maier,schneider.mia@example.com,40,GAS,82.37,2084.24,28.08,0.33
Daniel,Schröder,,50,STROM,136.8,4861.79,32.44,0.32
Daniel,Schröder,,50,GAS,60.07,2719.9,5.77,0.5
Daniel,Schröder,,50,STROM,95.26,1542.64,22.5,0.26
Weber,Hartmann,becker.sophie@test.com,44,STROM,133.9,3177.95,37.24,0.5
Schulz,Laura,müller.emma@test.com,62,STROM,78.53,1068.1,29.39,0.36
Schulz,Laura,müller.emma@test.com,62,GAS,188.3,2483.97,6.61,0.4
Schmidt,Mia,,48,GAS,32.93,1093.61,17.09,0.39
Schmidt,Mia,,48,GAS,192.54,3563.37,13.04,0.48
Schmidt,Mia,,48,STROM,167.64,3714.07,13.11,0.28
Thomas,Hartmann,hoffmann.neumann@test.com,50,GAS,170.89,4188.33,32.69,0.34
Thomas,Hartmann,hoffmann.neumann@test.com,50,STROM,191.78,2181.18,13.77,0.49
Andreas,Maier,meyer.maier@test.com,81,GAS,63.6,3104.96,30.09,0.24
Andreas,Maier,meyer.maier@test.com,81,STROM,121.29,3658.07,30.21,0.47
Andreas,Maier,meyer.maier@test.com,81,STROM,124.02,3633.31,40.04,0.26
Schulz,Emma,schneider.krüger@domain.com,77,GAS,162.65,4569.99,11.49,0.4
Schulz,Emma,schneider.krüger@domain.com,77,GAS,87.88,3626.85,12.24,0.31
Schulz,Emma,schneider.krüger@domain.com,77,GAS,34.88,2811.38,23.32,0.41
Schneider,Julia,daniel.lenz@test.com,47,STROM,52.29,3782.48,39.47,0.39
Peter,Zimmermann,fischer.schröder@test.com,65,STROM,132.59,3766.77,14.22,0.31
Müller,Neumann,becker.emma@domain.com,86,GAS,146.82,2066.55,22.49,0.32
Christine,Mia,wolfgang.sophie@domain.com,74,STROM,119.56,2679.6,15.25,0.23
Christine,Mia,wolfgang.sophie@domain.com,74,GAS,190.82,3620.9,15.2,0.28
Müller,Lisa,daniel.hartmann@domain.com,31,GAS,90.2,1399.98,34.1,0.28
Müller,Lisa,daniel.hartmann@domain.com,31,GAS,43.4,2171.1,43.76,0.4
Fischer,Anna,wagner.maier@domain.com,33,STROM,30.31,3293.88,19.85,0.28
Sarah,Walter,michael.neumann@example.com,72,GAS,166.37,1345.21,43.79,0.49
Sarah,Walter,michael.neumann@example.com,72,STROM,72.48,4443.56,19.98,0.28
Weber,Anna,katharina.böhm@test.com,74,STROM,28.25,3498.65,10.43,0.4
Weber,Anna,katharina.böhm@test.com,74,STROM,125.2,4242.54,47.98,0.25
Weber,Anna,katharina.böhm@test.com,74,STROM,39.81,4663.86,22.0,0.22
Sarah,Walter,sarah.anna@test.com,18,GAS,119.48,4877.35,21.47,0.47
Becker,Lisa,,24,GAS,156.3,3390.7,27.41,0.42
Becker,Lisa,,24,STROM,132.28,4372.12,24.81,0.35
Becker,Lisa,,24,GAS,54.65,4677.02,34.04,0.29
Fischer,Zimmermann,schulz.zimmermann@domain.com,38,GAS,148.6,1940.42,16.2,0.45
Fischer,Zimmermann,schulz.zimmermann@domain.com,38,STROM,131.72,1551.86,9.64,0.37
Katharina,Böhm,becker.lena@domain.com,43,STROM,64.96,2610.71,41.34,0.43
Katharina,Böhm,becker.lena@domain.com,43,STROM,198.46,1690.68,32.64,0.44
Katharina,Böhm,becker.lena@domain.com,43,STROM,160.77,3342.5,19.34,0.3
Klaus,Emma,schmidt.sophie@example.com,66,GAS,149.36,1683.66,16.78,0.4
Klaus,Emma,schmidt.sophie@example.com,66,GAS,176.06,3438.46,31.34,0.24
Thomas,Lisa,schneider.emma@domain.com,59,STROM,37.68,1606.63,43.48,0.38
Thomas,Lisa,schneider.emma@domain.com,59,STROM,46.95,4748.33,27.63,0.41
Thomas,Lisa,schneider.emma@domain.com,59,STROM,164.35,2149.03,42.05,0.44
Weber,Lisa,peter.zimmermann@example.com,49,STROM,48.96,4341.61,24.1,0.3
Weber,Lisa,peter.zimmermann@example.com,49,STROM,107.7,4326.21,42.64,0.48
Weber,Lisa,peter.zimmermann@example.com,49,STROM,77.13,2259.04,22.67,0.28
Weber,Lea,andreas.mia@domain.com,68,GAS,26.28,1036.87,38.64,0.29
Weber,Lea,andreas.mia@domain.com,68,STROM,186.68,1643.75,38.07,0.47
Daniel,Anna,fischer.lisa@test.com,25,STROM,123.1,3913.88,29.52,0.22
Meyer,Klein,fischer.neumann@test.com,84,STROM,183.87,3576.06,41.35,0.36
Meyer,Klein,fischer.neumann@test.com,84,STROM,27.9,1089.35,31.81,0.3
Meyer,Klein,fischer.neumann@test.com,84,GAS,123.5,3824.53,8.22,0.22
Sarah,Maier,klaus.sophie@example.com,22,STROM,140.78,1667.83,32.13,0.31
Sarah,Maier,klaus.sophie@example.com,22,GAS,113.87,2989.62,40.54,0.43
Sarah,Maier,klaus.sophie@example.com,22,GAS,129.43,3083.22,15.58,0.32
Peter,Krüger,andreas.hartmann@example.com,61,GAS,148.12,2278.58,46.65,0.38
Peter,Krüger,andreas.hartmann@example.com,61,GAS,167.26,3035.7,45.33,0.24
Peter,Krüger,andreas.hartmann@example.com,61,GAS,173.63,2924.97,32.05,0.24
Weber,Walter,weber.böhm@test.com,60,STROM,75.25,3270.67,14.56,0.47
Weber,Walter,weber.böhm@test.com,60,STROM,122.51,2515.54,32.87,0.41
Sarah,Anna,schulz.emma@example.com,59,GAS,197.9,1435.73,49.3,0.48
Sarah,Anna,schulz.emma@example.com,59,STROM,25.41,1733.32,42.28,0.31
Sarah,Anna,schulz.emma@example.com,59,STROM,174.08,4442.97,43.6,0.21
Weber,Neumann,christine.zimmermann@domain.com,39,STROM,187.05,4819.73,25.22,0.26
Weber,Neumann,christine.zimmermann@domain.com,39,STROM,111.03,3654.84,46.95,0.2
Schmidt,Mia,,39,GAS,123.23,4504.49,34.9,0.35
Schmidt,Mia,,39,GAS,183.33,4156.63,27.53,0.38
Daniel,Krüger,wolfgang.sophie@test.com,30,GAS,180.81,2001.36,25.7,0.33
Daniel,Krüger,wolfgang.sophie@test.com,30,STROM,73.43,1846.14,42.4,0.29
Daniel,Krüger,wolfgang.sophie@test.com,30,STROM,166.35,3579.32,28.21,0.42
Michael,Böhm,peter.krüger@test.com,61,GAS,195.79,1644.39,25.24,0.41
Michael,Böhm,peter.krüger@test.com,61,STROM,175.08,1066.98,5.34,0.34
Michael,Böhm,peter.krüger@test.com,61,STROM,104.14,4283.92,42.79,0.38
Michael,Julia,müller.lenz@domain.com,20,STROM,28.91,4009.63,31.73,0.43
Thomas,Krüger,andreas.maier@test.com,32,STROM,74.42,3222.86,36.29,0.32
Thomas,Krüger,andreas.maier@test.com,32,GAS,183.15,2889.65,6.11,0.5
Thomas,Lisa,sarah.anna@domain.com,72,STROM,152.55,1975.32,47.31,0.4
Katharina,Neumann,schmidt.schröder@domain.com,69,GAS,139.31,4082.56,22.08,0.35
Katharina,Neumann,schmidt.schröder@domain.com,69,STROM,87.68,2681.02,17.23,0.37
Katharina,Neumann,schmidt.schröder@domain.com,69,STROM,121.63,4758.07,32.32,0.37
Wolfgang,Lea,sarah.sophie@test.com,21,GAS,155.51,1567.59,46.05,0.33
Wolfgang,Lea,sarah.sophie@test.com,21,GAS,181.67,4870.8,31.65,0.22
Wolfgang,Lea,sarah.sophie@test.com,21,GAS,131.78,2549.9,33.93,0.3
Christine,Walter,schulz.laura@test.com,62,GAS,99.94,3949.86,5.45,0.33
Christine,Walter,schulz.laura@test.com,62,GAS,199.88,1843.56,21.4,0.37
Christine,Walter,schulz.laura@test.com,62,GAS,124.58,4340.74,24.94,0.27
Fischer,Neumann,andreas.krüger@example.com,70,GAS,158.35,2057.31,37.46,0.31
Fischer,Neumann,andreas.krüger@example.com,70,GAS,178.93,1859.18,18.06,0.42
Schmidt,Anna,christine.zimmermann@domain.com,60,STROM,110.52,2947.16,7.08,0.24
Schmidt,Anna,christine.zimmermann@domain.com,60,STROM,70.53,1193.36,27.95,0.48
Schmidt,Anna,christine.zimmermann@domain.com,60,GAS,70.89,1716.93,12.16,0.21
Wagner,Julia,wagner.lisa@domain.com,75,GAS,100.98,2577.2,27.68,0.23
Wagner,Julia,wagner.lisa@domain.com,75,STROM,157.56,3364.69,28.64,0.23
Wagner,Julia,wagner.lisa@domain.com,75,GAS,156.23,2166.66,35.1,0.22
Andreas,Krüger,weber.schröder@test.com,79,GAS,121.71,4268.03,8.87,0.3
Andreas,Krüger,weber.schröder@test.com,79,STROM,191.26,1883.43,5.46,0.26
Daniel,Schröder,,58,STROM,101.46,4238.13,40.08,0.29
Christine,Krüger,daniel.lea@example.com,22,STROM,143.55,3362.78,49.74,0.47
Schulz,Lisa,schmidt.lena@domain.com,84,GAS,74.95,1400.5,20.31,0.41
Schmidt,Klein,peter.lisa@domain.com,49,GAS,85.87,1569.04,30.94,0.37
Schmidt,Klein,peter.lisa@domain.com,49,GAS,90.36,2243.03,41.0,0.47
Katharina,Klein,müller.schröder@test.com,87,GAS,170.13,2091.07,10.57,0.32
Katharina,Klein,müller.schröder@test.com,87,STROM,154.33,1575.45,28.38,0.44
Katharina,Klein,müller.schröder@test.com,87,STROM,104.85,1681.53,15.18,0.49
Thomas,Laura,sarah.julia@test.com,85,GAS,195.81,3952.82,11.24,0.21
Thomas,Laura,sarah.julia@test.com,85,GAS,115.47,1652.06,14.11,0.21
Christine,Emma,michael.lea@example.com,75,GAS,194.27,2552.76,16.0,0.44
Christine,Emma,michael.lea@example.com,75,STROM,139.64,1654.87,33.52,0.38
Christine,Emma,michael.lea@example.com,75,STROM,176.61,1190.1,22.33,0.21
Michael,Krüger,fischer.walter@domain.com,32,STROM,43.26,1647.09,10.49,0.25
Michael,Krüger,fischer.walter@domain.com,32,GAS,91.28,3140.17,19.82,0.36
Michael,Krüger,fischer.walter@domain.com,32,STROM,30.03,4771.0,7.81,0.28
Klaus,Marie,katharina.lena@test.com,45,GAS,143.82,3754.78,47.34,0.45
Fischer,Böhm,katharina.hartmann@domain.com,55,STROM,68.99,1136.31,15.94,0.49
Hoffmann,Lea,daniel.neumann@example.com,49,STROM,153.6,3085.72,18.45,0.29
Andreas,Zimmermann,wagner.böhm@example.com,77,GAS,176.13,4141.26,10.26,0.3
Schmidt,Hartmann,schmidt.anna@domain.com,72,STROM,52.47,1976.35,11.73,0.38
Schmidt,Hartmann,schmidt.anna@domain.com,72,GAS,176.88,2785.55,37.86,0.28
Schmidt,Hartmann,schmidt.anna@domain.com,72,STROM,153.96,1560.92,37.62,0.44
Weber,Lisa,hoffmann.sophie@test.com,25,GAS,62.72,4723.59,37.53,0.2
Hoffmann,Anna,schneider.maier@test.com,55,GAS,20.02,1165.34,36.56,0.27
Hoffmann,Anna,schneider.maier@test.com,55,STROM,34.4,4025.2,8.22,0.28
Andreas,Julia,christine.böhm@domain.com,82,GAS,101.99,3571.83,13.9,0.49
Andreas,Julia,christine.böhm@domain.com,82,GAS,112.18,3882.03,16.73,0.48
Andreas,Julia,christine.böhm@domain.com,82,GAS,155.31,1872.76,12.74,0.23
Daniel,Maier,schulz.walter@test.com,81,STROM,184.93,3704.13,20.4,0.34
Daniel,Maier,schulz.walter@test.com,81,STROM,140.89,3464.36,46.86,0.49
Peter,Emma,peter.walter@test.com,29,GAS,38.82,1945.53,48.67,0.42
Peter,Emma,peter.walter@test.com,29,GAS,111.81,1246.46,14.49,0.4
Peter,Emma,peter.walter@test.com,29,GAS,197.75,3093.73,25.81,0.44
Weber,Lenz,michael.schröder@test.com,28,STROM,90.89,1122.26,28.57,0.46
Weber,Lenz,michael.schröder@test.com,28,STROM,109.4,4248.76,7.02,0.23
Christine,Neumann,daniel.böhm@domain.com,56,STROM,187.8,2131.96,37.38,0.45
Christine,Neumann,daniel.böhm@domain.com,56,GAS,126.72,1201.89,5.31,0.48
Sarah,Sophie,weber.lenz@test.com,36,STROM,198.73,3812.82,23.85,0.36
Andreas,Lenz,daniel.lea@example.com,62,GAS,147.45,1270.11,19.14,0.4
Michael,Krüger,fischer.mia@test.com,32,GAS,25.31,3821.29,11.3,0.48
Michael,Krüger,fischer.mia@test.com,32,GAS,116.41,2444.04,30.26,0.28
Schneider,Lisa,daniel.schröder@test.com,43,STROM,193.88,1676.7,16.81,0.43
Schneider,Lisa,daniel.schröder@test.com,43,STROM,127.1,2230.64,26.19,0.38
Daniel,Walter,,21,STROM,138.46,1099.28,49.07,0.45
Daniel,Walter,,21,GAS,84.6,2348.56,12.62,0.27
Michael,Anna,andreas.sophie@test.com,40,STROM,187.89,3000.42,36.95,0.22
Michael,Anna,andreas.sophie@test.com,40,GAS,143.92,3572.59,28.55,0.45
Thomas,Maier,schulz.emma@test.com,25,STROM,177.74,1256.88,13.73,0.39
Thomas,Maier,schulz.emma@test.com,25,GAS,53.73,1436.35,37.48,0.35
Peter,Hartmann,michael.klein@example.com,58,STROM,48.92,2831.33,25.86,0.36
Peter,Hartmann,michael.klein@example.com,58,STROM,116.08,4971.44,45.4,0.36
Andreas,Lea,wagner.marie@example.com,63,STROM,74.19,2335.87,36.11,0.38
Andreas,Lea,wagner.marie@example.com,63,STROM,121.42,3471.07,14.89,0.21
Fischer,Lena,wolfgang.maier@example.com,19,GAS,186.08,4495.49,22.4,0.26
Schulz,Krüger,wolfgang.lenz@example.com,49,GAS,128.28,4330.43,21.47,0.21
Schulz,Krüger,wolfgang.lenz@example.com,49,STROM,173.16,1203.39,45.28,0.36
Andreas,Schröder,hoffmann.zimmermann@domain.com,53,STROM,135.52,4756.95,21.66,0.35
Andreas,Schröder,hoffmann.zimmermann@domain.com,53,GAS,144.7,3150.15,26.38,0.47
Andreas,Schröder,hoffmann.zimmermann@domain.com,53,STROM,166.46,2614.74,44.72,0.4
Meyer,Hartmann,becker.hartmann@example.com,48,STROM,69.55,3502.28,27.16,0.45
Meyer,Hartmann,becker.hartmann@example.com,48,STROM,78.35,4332.39,28.65,0.27
Meyer,Hartmann,becker.hartmann@example.com,48,STROM,24.75,2685.17,11.63,0.3
Schmidt,Schröder,schmidt.lisa@example.com,29,GAS,177.35,3762.74,14.33,0.47
Schmidt,Schröder,schmidt.lisa@example.com,29,STROM,126.26,2656.31,30.97,0.27
Becker,Lena,wagner.marie@test.com,32,GAS,82.03,1398.36,21.02,0.36
Becker,Lena,wagner.marie@test.com,32,GAS,189.67,3053.5,15.79,0.39
Becker,Lena,wagner.marie@test.com,32,STROM,124.02,4710.84,7.32,0.26
Christine,Lena,wolfgang.lisa@test.com,29,GAS,196.77,2411.57,22.33,0.25
Andreas,Lea,,89,STROM,22.76,2479.68,28.96,0.49
Andreas,Lea,,89,STROM,21.93,3223.66,31.29,0.27
Schulz,Sophie,christine.klein@test.com,51,STROM,152.66,2809.01,41.75,0.21
Schulz,Sophie,christine.klein@test.com,51,STROM,135.08,2821.38,32.89,0.33
Fischer,Zimmermann,hoffmann.hartmann@test.com,29,GAS,158.92,2088.59,12.94,0.37
Schneider,Lenz,schmidt.hartmann@test.com,65,STROM,190.01,4400.93,30.73,0.39
Schmidt,Walter,michael.böhm@example.com,75,GAS,181.68,4050.35,44.91,0.31
Schmidt,Walter,michael.böhm@example.com,75,GAS,198.46,3656.15,18.36,0.32
Becker,Sophie,wagner.laura@test.com,49,STROM,63.17,1974.27,16.88,0.46
Becker,Sophie,wagner.laura@test.com,49,GAS,158.18,1884.02,21.46,0.26
Andreas,Sophie,michael.emma@example.com,86,GAS,143.03,2597.37,45.25,0.21
Sarah,Emma,schneider.emma@test.com,33,GAS,141.23,1736.97,15.24,0.46
Sarah,Emma,schneider.emma@test.com,33,STROM,27.25,2658.89,35.35,0.22
Schulz,Lea,,81,STROM,86.45,3753.24,38.02,0.2
Schulz,Lea,,81,STROM,113.37,1744.65,35.94,0.26
Schulz,Lea,,81,STROM,71.16,4697.73,46.29,0.33
Michael,Klein,katharina.krüger@domain.com,56,STROM,35.01,1966.81,44.57,0.22
Becker,Böhm,meyer.krüger@example.com,74,STROM,168.52,1624.1,48.41,0.27
Becker,Böhm,meyer.krüger@example.com,74,GAS,54.24,1312.01,18.85,0.26
Becker,Böhm,meyer.krüger@example.com,74,GAS,150.31,4551.55,24.48,0.41
Weber,Mia,andreas.klein@test.com,28,STROM,32.9,3784.38,36.48,0.41
Thomas,Anna,schmidt.walter@example.com,46,STROM,113.24,1448.83,45.56,0.42
Thomas,Anna,schmidt.walter@example.com,46,GAS,153.66,2985.49,5.22,0.25
Thomas,Anna,schmidt.walter@example.com,46,STROM,145.15,4672.47,42.6,0.32
Schulz,Neumann,katharina.hartmann@test.com,69,GAS,95.91,2230.24,22.81,0.2
Schulz,Neumann,katharina.hartmann@test.com,69,GAS,121.31,1619.18,21.69,0.36
Schulz,Neumann,katharina.hartmann@test.com,69,STROM,35.99,3447.13,32.52,0.29
Klaus,Laura,müller.lena@test.com,50,GAS,142.98,3674.01,45.67,0.2
Daniel,Lisa,christine.mia@example.com,28,STROM,191.08,4855.11,17.15,0.42
Daniel,Lisa,christine.mia@example.com,28,GAS,134.62,2242.67,31.85,0.47
Daniel,Lisa,christine.mia@example.com,28,GAS,91.68,2330.49,39.21,0.38
Meyer,Sophie,schmidt.hartmann@test.com,29,STROM,30.03,2121.5,37.99,0.35
Meyer,Sophie,schmidt.hartmann@test.com,29,GAS,52.24,4612.95,35.58,0.45
Meyer,Sophie,schmidt.hartmann@test.com,29,GAS,23.64,2077.9,45.24,0.49
Andreas,Lenz,becker.lea@test.com,61,STROM,81.85,3865.23,24.68,0.21
Andreas,Lenz,becker.lea@test.com,61,GAS,191.73,2812.52,38.99,0.31
Andreas,Lenz,becker.lea@test.com,61,STROM,100.48,2430.63,49.34,0.43
Schmidt,Walter,schneider.neumann@test.com,76,GAS,120.54,4782.09,44.09,0.34
Schmidt,Walter,schneider.neumann@test.com,76,STROM,181.77,1035.82,29.41,0.43
Schmidt,Walter,schneider.neumann@test.com,76,GAS,172.97,2576.5,14.28,0.46
Becker,Lena,schmidt.lisa@domain.com,58,STROM,71.81,4437.91,33.87,0.32
Becker,Lena,schmidt.lisa@domain.com,58,GAS,152.29,3652.23,16.06,0.25
Wagner,Klein,müller.hartmann@domain.com,53,STROM,134.16,4510.38,28.36,0.44
Fischer,Klein,andreas.hartmann@domain.com,88,GAS,157.12,3822.63,26.62,0.27
Daniel,Lisa,fischer.lena@domain.com,22,STROM,72.21,4632.3,42.77,0.44
Michael,Lenz,christine.schröder@domain.com,30,STROM,67.32,1031.98,13.23,0.47
Michael,Lenz,christine.schröder@domain.com,30,GAS,84.51,4862.32,29.24,0.46
Michael,Lenz,christine.schröder@domain.com,30,GAS,176.21,2691.74,22.08,0.49
Fischer,Lea,katharina.maier@domain.com,63,STROM,140.04,3316.8,9.46,0.43
Daniel,Schröder,wolfgang.emma@domain.com,84,GAS,40.74,2795.99,33.27,0.43
Daniel,Schröder,wolfgang.emma@domain.com,84,STROM,73.77,2912.66,34.78,0.2
Weber,Neumann,müller.walter@domain.com,57,STROM,100.21,4953.31,10.74,0.29
Weber,Neumann,müller.walter@domain.com,57,GAS,103.99,2502.64,26.05,0.45
Weber,Neumann,müller.walter@domain.com,57,GAS,132.83,4472.08,28.11,0.22
Daniel,Krüger,michael.klein@domain.com,78,STROM,104.37,3490.43,10.08,0.21
Daniel,Böhm,,58,GAS,94.94,1074.58,21.67,0.31
